Middle East and North Africa,Qatar,Snacks,Offline,H,4/2/2017,108681237,4/12/2017,48,152.58,97.44,7323.84,4677.12,2646.72
Asia,Uzbekistan,Office Supplies,Online,C,11/17/2016,770669734,12/24/2016,7155,651.21,524.96,4659407.55,3756088.80,903318.75
Central America and the Caribbean,Honduras,Cosmetics,Online,M,12/8/2015,526025235,1/27/2016,1411,437.20,263.33,616889.20,371558.63,245330.57
Europe,Armenia,Meat,Offline,H,3/29/2016,974796569,4/4/2016,2822,421.89,364.69,1190573.58,1029155.18,161418.40
Central America and the Caribbean,Nicaragua,Vegetables,Online,M,2/10/2013,637345063,3/12/2013,3422,154.06,90.93,527193.32,311162.46,216030.86
North America,United States of America,Beverages,Offline,L,4/15/2014,804344546,5/15/2014,2280,47.45,31.79,108186.00,72481.20,35704.80
Sub-Saharan Africa,Mauritius ,Baby Food,Online,H,6/4/2013,586781346,7/2/2013,495,255.28,159.42,126363.60,78912.90,47450.70
Central America and the Caribbean,Guatemala,Personal Care,Offline,M,8/9/2016,965954291,9/16/2016,6195,81.73,56.67,506317.35,351070.65,155246.70
Australia and Oceania,Solomon Islands,Meat,Offline,L,11/2/2015,743474709,12/5/2015,9543,421.89,364.69,4026096.27,3480236.67,545859.60
Europe,Italy,Office Supplies,Online,M,7/17/2015,591266429,8/12/2015,7730,651.21,524.96,5033853.30,4057940.80,975912.50
Middle East and North Africa,Egypt,Baby Food,Online,C,8/20/2013,801565778,10/4/2013,9981,255.28,159.42,2547949.68,1591171.02,956778.66
Asia,Kyrgyzstan,Snacks,Online,C,11/21/2012,836921584,11/22/2012,2550,152.58,97.44,389079.00,248472.00,140607.00
Sub-Saharan Africa,Burundi,Office Supplies,Online,H,2/21/2017,680195176,3/19/2017,3723,651.21,524.96,2424454.83,1954426.08,470028.75
Asia,South Korea,Cosmetics,Online,M,5/10/2012,384560382,6/13/2012,8818,437.20,263.33,3855229.60,2322043.94,1533185.66
Asia,Maldives,Office Supplies,Offline,H,11/10/2015,523503530,11/14/2015,5183,651.21,524.96,3375221.43,2720867.68,654353.75
Asia,North Korea,Meat,Offline,L,12/16/2011,840823447,12/21/2011,7198,421.89,364.69,3036764.22,2625038.62,411725.60
Middle East and North Africa,Algeria,Office Supplies,Offline,L,4/27/2016,700631463,5/15/2016,1274,651.21,524.96,829641.54,668799.04,160842.50
Australia and Oceania,Palau,Office Supplies,Online,C,8/9/2011,437351405,8/20/2011,855,651.21,524.96,556784.55,448840.80,107943.75
Australia and Oceania,Nauru,Meat,Online,H,10/25/2011,905719602,11/12/2011,1412,421.89,364.69,595708.68,514942.28,80766.40
Australia and Oceania,Solomon Islands,Household,Offline,C,2/5/2013,330784881,2/13/2013,5452,668.27,502.54,3643408.04,2739848.08,903559.96
Sub-Saharan Africa,Lesotho,Household,Offline,M,8/29/2012,157908570,9/14/2012,7510,668.27,502.54,5018707.70,3774075.40,1244632.30
Europe,Ukraine,Office Supplies,Online,L,7/26/2012,102764499,8/10/2012,9154,651.21,524.96,5961176.34,4805483.84,1155692.50
Middle East and North Africa,Lebanon,Meat,Offline,C,12/8/2015,401338994,1/18/2016,3982,421.89,364.69,1679965.98,1452195.58,227770.40
Middle East and North Africa,Turkey,Household,Offline,M,8/8/2015,459930884,8/24/2015,2624,668.27,502.54,1753540.48,1318664.96,434875.52
Australia and Oceania,Vanuatu,Vegetables,Online,L,1/10/2013,205151498,2/8/2013,7742,154.06,90.93,1192732.52,703980.06,488752.46
Asia,Tajikistan,Fruits,Offline,L,7/15/2014,533924663,7/19/2014,9027,9.33,6.92,84221.91,62466.84,21755.07
Middle East and North Africa,Pakistan,Meat,Offline,M,5/14/2012,163486707,6/15/2012,8204,421.89,364.69,3461185.56,2991916.76,469268.80
Europe,Austria,Household,Offline,M,3/8/2011,581386458,4/16/2011,4028,668.27,502.54,2691791.56,2024231.12,667560.44
Middle East and North Africa,Israel,Clothes,Offline,C,9/15/2016,195485246,9/28/2016,7283,109.28,35.84,795886.24,261022.72,534863.52
Middle East and North Africa,Israel,Cosmetics,Offline,H,10/21/2016,183956897,11/27/2016,5789,437.20,263.33,2530950.80,1524417.37,1006533.43
Europe,Monaco,Snacks,Offline,L,7/19/2015,445287740,9/7/2015,9392,152.58,97.44,1433031.36,915156.48,517874.88
Europe,Serbia,Snacks,Online,L,4/12/2014,948276603,5/14/2014,4974,152.58,97.44,758932.92,484666.56,274266.36
Sub-Saharan Africa,Ghana,Cereal,Online,L,6/3/2015,382034814,7/1/2015,1446,205.70,117.11,297442.20,169341.06,128101.14
Asia,Sri Lanka,Meat,Online,H,2/2/2011,205986201,2/21/2011,4749,421.89,364.69,2003555.61,1731912.81,271642.80
Middle East and North Africa,Qatar,Household,Offline,L,3/10/2017,599867093,3/10/2017,2858,668.27,502.54,1909915.66,1436259.32,473656.34
Middle East and North Africa,Somalia,Meat,Online,L,8/11/2016,913726317,8/16/2016,777,421.89,364.69,327808.53,283364.13,44444.40
Asia,Uzbekistan,Meat,Offline,L,1/11/2016,117925202,2/10/2016,5543,421.89,364.69,2338536.27,2021476.67,317059.60
Europe,Bosnia and Herzegovina,Vegetables,Offline,L,10/28/2011,853137576,11/6/2011,1222,154.06,90.93,188261.32,111116.46,77144.86
Asia,China,Fruits,Online,M,8/1/2016,880349767,9/13/2016,3914,9.33,6.92,36517.62,27084.88,9432.74
Australia and Oceania,Papua New Guinea,Beverages,Offline,C,6/18/2017,730860602,7/3/2017,6748,47.45,31.79,320192.60,214518.92,105673.68
Sub-Saharan Africa,Chad,Vegetables,Online,C,4/1/2010,556281411,4/28/2010,4886,154.06,90.93,752737.16,444283.98,308453.18
Middle East and North Africa,Iran,Baby Food,Offline,M,9/22/2010,578536021,10/8/2010,520,255.28,159.42,132745.60,82898.40,49847.20
Middle East and North Africa,Pakistan,Snacks,Offline,M,1/9/2013,639860761,2/13/2013,7873,152.58,97.44,1201262.34,767145.12,434117.22
Asia,Mongolia,Cereal,Online,L,2/17/2016,652804458,3/8/2016,8201,205.70,117.11,1686945.70,960419.11,726526.59
Sub-Saharan Africa,South Sudan,Household,Online,L,7/7/2012,150228440,8/4/2012,4789,668.27,502.54,3200345.03,2406664.06,793680.97
Asia,Thailand,Personal Care,Offline,C,8/28/2014,535306537,10/15/2014,7955,81.73,56.67,650162.15,450809.85,199352.30
Middle East and North Africa,Qatar,Personal Care,Online,C,5/15/2013,131525075,6/17/2013,47,81.73,56.67,3841.31,2663.49,1177.82
Australia and Oceania,Solomon Islands,Office Supplies,Online,C,11/24/2011,932682883,12/23/2011,446,651.21,524.96,290439.66,234132.16,56307.50
Asia,Laos,Snacks,Online,C,7/20/2014,952891290,8/29/2014,563,152.58,97.44,85902.54,54858.72,31043.82
Central America and the Caribbean,Belize,Office Supplies,Offline,C,5/3/2015,976574122,5/12/2015,8839,651.21,524.96,5756045.19,4640121.44,1115923.75
Europe,Norway,Household,Offline,L,11/29/2016,508467710,1/16/2017,5749,668.27,502.54,3841884.23,2889102.46,952781.77
Asia,Laos,Cereal,Online,C,8/19/2011,923620879,10/6/2011,8798,205.70,117.11,1809748.60,1030333.78,779414.82
Sub-Saharan Africa,Botswana,Baby Food,Offline,M,8/21/2015,517394959,9/10/2015,7521,255.28,159.42,1919960.88,1198997.82,720963.06
Sub-Saharan Africa,Uganda,Clothes,Offline,M,1/21/2012,355463778,2/2/2012,8486,109.28,35.84,927350.08,304138.24,623211.84
Europe,Belarus,Office Supplies,Offline,H,5/15/2015,223813664,6/18/2015,292,651.21,524.96,190153.32,153288.32,36865.00
Sub-Saharan Africa,Gabon,Vegetables,Online,M,8/16/2014,878743445,9/20/2014,8568,154.06,90.93,1319986.08,779088.24,540897.84
Asia,Singapore,Vegetables,Online,L,1/26/2015,896864449,2/22/2015,976,154.06,90.93,150362.56,88747.68,61614.88
North America,Mexico,Household,Online,L,9/4/2011,725100505,9/15/2011,2208,668.27,502.54,1475540.16,1109608.32,365931.84
Middle East and North Africa,Azerbaijan,Baby Food,Online,C,8/8/2015,430687940,8/8/2015,8987,255.28,159.42,2294201.36,1432707.54,861493.82
Europe,Netherlands,Fruits,Online,L,8/2/2012,151175582,9/20/2012,5069,9.33,6.92,47293.77,35077.48,12216.29
Sub-Saharan Africa,Ghana,Cosmetics,Online,H,2/21/2012,544424760,3/11/2012,6240,437.20,263.33,2728128.00,1643179.20,1084948.80
Sub-Saharan Africa,Swaziland,Office Supplies,Online,L,6/26/2013,538609302,7/12/2013,5316,651.21,524.96,3461832.36,2790687.36,671145.00
Europe,Romania,Personal Care,Online,L,11/25/2016,482215535,12/1/2016,7148,81.73,56.67,584206.04,405077.16,179128.88
North America,Mexico,Fruits,Offline,M,5/20/2012,794042289,7/5/2012,3613,9.33,6.92,33709.29,25001.96,8707.33
Asia,Kyrgyzstan,Household,Online,M,9/15/2013,613200891,9/17/2013,8625,668.27,502.54,5763828.75,4334407.50,1429421.25
Europe,Finland,Vegetables,Online,H,10/10/2016,949115169,11/13/2016,3125,154.06,90.93,481437.50,284156.25,197281.25
Central America and the Caribbean,Guatemala,Meat,Online,H,12/26/2010,631521451,1/3/2011,86,421.89,364.69,36282.54,31363.34,4919.20
Europe,Portugal,Vegetables,Online,C,4/23/2013,360468566,5/29/2013,9514,154.06,90.93,1465726.84,865108.02,600618.82
Europe,Liechtenstein,Baby Food,Online,H,6/28/2011,456317842,8/4/2011,3445,255.28,159.42,879439.60,549201.90,330237.70
Europe,Cyprus,Personal Care,Offline,M,4/6/2013,409743106,4/28/2013,945,81.73,56.67,77234.85,53553.15,23681.70
Australia and Oceania,Vanuatu,Snacks,Online,H,4/16/2012,231730687,4/30/2012,3115,152.58,97.44,475286.70,303525.60,171761.10
Central America and the Caribbean,Grenada,Beverages,Offline,H,8/26/2014,903579413,9/20/2014,8083,47.45,31.79,383538.35,256958.57,126579.78
Middle East and North Africa,Kuwait,Meat,Offline,M,5/8/2012,326900613,6/6/2012,6011,421.89,364.69,2535980.79,2192151.59,343829.20
Middle East and North Africa,Qatar,Fruits,Online,M,5/21/2017,973618113,6/29/2017,4091,9.33,6.92,38169.03,28309.72,9859.31
Asia,Japan,Beverages,Online,H,7/12/2012,435968244,8/13/2012,1546,47.45,31.79,73357.70,49147.34,24210.36
Europe,Hungary,Cosmetics,Offline,H,9/13/2015,876499831,10/5/2015,4633,437.20,263.33,2025547.60,1220007.89,805539.71
Sub-Saharan Africa,Nigeria,Fruits,Offline,L,7/31/2015,478074204,9/6/2015,1636,9.33,6.92,15263.88,11321.12,3942.76
Europe,Portugal,Clothes,Offline,H,4/15/2013,193865191,5/28/2013,7873,109.28,35.84,860361.44,282168.32,578193.12
Asia,Vietnam,Baby Food,Online,H,12/31/2010,597359120,1/19/2011,693,255.28,159.42,176909.04,110478.06,66430.98
Middle East and North Africa,Iran,Cosmetics,Online,C,9/29/2015,532354819,11/2/2015,4476,437.20,263.33,1956907.20,1178665.08,778242.12
Sub-Saharan Africa,Ethiopia,Personal Care,Online,H,11/23/2012,262963616,12/11/2012,5633,81.73,56.67,460385.09,319222.11,141162.98
Europe,Montenegro,Fruits,Offline,L,5/27/2015,123609340,7/6/2015,7605,9.33,6.92,70954.65,52626.60,18328.05
Sub-Saharan Africa,Comoros,Cereal,Online,M,7/22/2014,969028317,8/25/2014,5868,205.70,117.11,1207047.60,687201.48,519846.12
Europe,Malta,Vegetables,Offline,L,1/26/2014,124269378,2/14/2014,2925,154.06,90.93,450625.50,265970.25,184655.25
Europe,Czech Republic,Personal Care,Offline,L,2/27/2011,834693849,3/29/2011,3313,81.73,56.67,270771.49,187747.71,83023.78
Central America and the Caribbean,The Bahamas,Snacks,Online,H,6/13/2015,115975558,7/23/2015,8600,152.58,97.44,1312188.00,837984.00,474204.00
Middle East and North Africa,Afghanistan,Household,Online,C,12/2/2014,904100835,1/5/2015,2383,668.27,502.54,1592487.41,1197552.82,394934.59
Europe,Ukraine,Clothes,Online,H,7/20/2017,805368506,8/24/2017,5293,109.28,35.84,578419.04,189701.12,388717.92
Australia and Oceania,Samoa ,Household,Offline,C,3/26/2017,646389901,4/27/2017,9991,668.27,502.54,6676685.57,5020877.14,1655808.43
Middle East and North Africa,Qatar,Beverages,Offline,M,9/18/2012,424088847,11/7/2012,6169,47.45,31.79,292719.05,196112.51,96606.54
Sub-Saharan Africa,Seychelles ,Clothes,Offline,L,5/20/2011,655701673,6/16/2011,5551,109.28,35.84,606613.28,198947.84,407665.44
Sub-Saharan Africa,Sierra Leone,Clothes,Offline,L,4/28/2010,128777205,6/8/2010,6892,109.28,35.84,753157.76,247009.28,506148.48
Asia,Sri Lanka,Snacks,Online,L,4/7/2015,851176774,5/8/2015,977,152.58,97.44,149070.66,95198.88,53871.78
Sub-Saharan Africa,Senegal,Meat,Offline,L,1/25/2014,401074206,2/21/2014,5625,421.89,364.69,2373131.25,2051381.25,321750.00
Middle East and North Africa,United Arab Emirates,Household,Online,C,10/21/2010,476955831,11/11/2010,684,668.27,502.54,457096.68,343737.36,113359.32
Sub-Saharan Africa,South Africa,Office Supplies,Offline,C,5/25/2014,147620475,7/6/2014,3034,651.21,524.96,1975771.14,1592728.64,383042.50
Asia,Thailand,Meat,Offline,M,2/11/2012,802179467,3/17/2012,1585,421.89,364.69,668695.65,578033.65,90662.00
Sub-Saharan Africa,Rwanda,Baby Food,Offline,C,3/22/2011,300056636,4/21/2011,2281,255.28,159.42,582293.68,363637.02,218656.66
Sub-Saharan Africa,Gabon,Personal Care,Offline,H,6/22/2012,620988309,7/15/2012,3095,81.73,56.67,252954.35,175393.65,77560.70
Australia and Oceania,Federated States of Micronesia,Baby Food,Offline,H,11/30/2013,215023314,1/17/2014,9032,255.28,159.42,2305688.96,1439881.44,865807.52
Europe,Montenegro,Clothes,Offline,H,8/23/2014,752522981,8/23/2014,7128,109.28,35.84,778947.84,255467.52,523480.32
Central America and the Caribbean,Guatemala,Personal Care,Online,C,1/14/2011,374161136,1/30/2011,1450,81.73,56.67,118508.50,82171.50,36337.00
Sub-Saharan Africa,Equatorial Guinea,Clothes,Offline,C,9/8/2015,440924108,10/21/2015,8097,109.28,35.84,884840.16,290196.48,594643.68
Europe,Spain,Snacks,Offline,M,9/30/2015,584110724,10/16/2015,198,152.58,97.44,30210.84,19293.12,10917.72
Europe,Norway,Beverages,Online,M,7/28/2014,955332314,9/4/2014,2916,47.45,31.79,138364.20,92699.64,45664.56
North America,United States of America,Office Supplies,Offline,H,10/22/2012,876512706,12/5/2012,8443,651.21,524.96,5498166.03,4432237.28,1065928.75
Central America and the Caribbean,Nicaragua,Office Supplies,Offline,H,2/27/2012,189888226,4/3/2012,1001,651.21,524.96,651861.21,525484.96,126376.25
Australia and Oceania,East Timor,Baby Food,Offline,L,8/8/2011,608007705,8/12/2011,1846,255.28,159.42,471246.88,294289.32,176957.56
Central America and the Caribbean,Belize,Cereal,Online,C,3/11/2011,763732469,3/13/2011,4264,205.70,117.11,877104.80,499357.04,377747.76
Asia,Laos,Clothes,Online,H,10/28/2015,260236346,11/17/2015,8573,109.28,35.84,936857.44,307256.32,629601.12
Sub-Saharan Africa,Mozambique,Household,Offline,L,4/26/2016,121005666,5/7/2016,7120,668.27,502.54,4758082.40,3578084.80,1179997.60
Central America and the Caribbean,Saint Kitts and Nevis ,Clothes,Online,C,12/2/2015,539839255,12/23/2015,9287,109.28,35.84,1014883.36,332846.08,682037.28
Middle East and North Africa,Kuwait,Personal Care,Online,C,5/12/2011,430848443,5/15/2011,6484,81.73,56.67,529937.32,367448.28,162489.04
Central America and the Caribbean,Costa Rica,Snacks,Offline,M,10/19/2011,578457057,10/21/2011,7153,152.58,97.44,1091404.74,696988.32,394416.42
Sub-Saharan Africa,Equatorial Guinea,Beverages,Online,L,4/26/2012,487401425,5/23/2012,1768,47.45,31.79,83891.60,56204.72,27686.88
Asia,Kazakhstan,Vegetables,Online,H,11/3/2012,632730376,11/26/2012,7834,154.06,90.93,1206906.04,712345.62,494560.42
Sub-Saharan Africa,Eritrea,Meat,Online,H,5/15/2014,209805238,7/2/2014,4887,421.89,364.69,2061776.43,1782240.03,279536.40
Europe,San Marino,Clothes,Offline,L,3/5/2015,284299838,3/5/2015,9495,109.28,35.84,1037613.60,340300.80,697312.80
Sub-Saharan Africa,Guinea,Cosmetics,Online,H,8/4/2014,642200505,9/14/2014,255,437.20,263.33,111486.00,67149.15,44336.85
North America,United States of America,Baby Food,Offline,L,10/22/2016,239806067,11/9/2016,2799,255.28,159.42,714528.72,446216.58,268312.14
Central America and the Caribbean,Honduras,Fruits,Offline,M,12/10/2011,353727853,1/24/2012,4787,9.33,6.92,44662.71,33126.04,11536.67
Middle East and North Africa,Iraq,Beverages,Online,H,2/2/2010,530889689,2/22/2010,912,47.45,31.79,43274.40,28992.48,14281.92
Europe,Denmark,Snacks,Offline,C,11/8/2014,838527905,11/17/2014,7896,152.58,97.44,1204771.68,769386.24,435385.44
Central America and the Caribbean,Antigua and Barbuda ,Beverages,Online,M,12/18/2011,514191329,1/1/2012,9496,47.45,31.79,450585.20,301877.84,148707.36
Middle East and North Africa,Oman,Snacks,Online,L,12/7/2010,215741288,12/7/2010,1496,152.58,97.44,228259.68,145770.24,82489.44
Asia,Myanmar,Office Supplies,Online,L,12/25/2010,671351611,1/14/2011,6716,651.21,524.96,4373526.36,3525631.36,847895.00
Sub-Saharan Africa,Namibia,Baby Food,Offline,M,5/24/2012,429508626,7/5/2012,2,255.28,159.42,510.56,318.84,191.72
Europe,Russia,Vegetables,Online,H,9/26/2012,809011161,10/16/2012,3235,154.06,90.93,498384.10,294158.55,204225.55
Australia and Oceania,New Zealand,Household,Online,C,8/20/2010,948970544,9/12/2010,327,668.27,502.54,218524.29,164330.58,54193.71
Central America and the Caribbean,Honduras,Meat,Offline,M,2/21/2017,958810603,3/1/2017,2219,421.89,364.69,936173.91,809247.11,126926.80
Sub-Saharan Africa,Angola,Baby Food,Offline,L,1/30/2014,568267667,3/17/2014,1886,255.28,159.42,481458.08,300666.12,180791.96
Sub-Saharan Africa,Chad,Office Supplies,Offline,H,11/8/2010,477390563,12/21/2010,9331,651.21,524.96,6076440.51,4898401.76,1178038.75
Middle East and North Africa,Somalia,Snacks,Offline,H,5/5/2010,106540620,5/27/2010,6592,152.58,97.44,1005807.36,642324.48,363482.88
Middle East and North Africa,Azerbaijan,Office Supplies,Online,M,9/17/2012,746391665,10/30/2012,2735,651.21,524.96,1781059.35,1435765.60,345293.75
Middle East and North Africa,Syria,Beverages,Online,H,8/18/2011,607930028,9/15/2011,8860,47.45,31.79,420407.00,281659.40,138747.60
Sub-Saharan Africa,Angola,Office Supplies,Online,M,3/3/2013,672454535,4/12/2013,3095,651.21,524.96,2015494.95,1624751.20,390743.75
Europe,Russia,Household,Online,L,11/28/2016,641576516,11/30/2016,5603,668.27,502.54,3744316.81,2815731.62,928585.19
Asia,Turkmenistan,Vegetables,Online,L,2/18/2012,287219798,3/19/2012,3576,154.06,90.93,550918.56,325165.68,225752.88
Australia and Oceania,Samoa ,Cereal,Offline,M,11/25/2011,801620709,1/12/2012,6237,205.70,117.11,1282950.90,730415.07,552535.83
Sub-Saharan Africa,Ethiopia,Personal Care,Online,C,5/29/2011,747328078,6/18/2011,9840,81.73,56.67,804223.20,557632.80,246590.40
Asia,Kyrgyzstan,Fruits,Offline,M,6/28/2014,107203233,7/23/2014,2674,9.33,6.92,24948.42,18504.08,6444.34
Australia and Oceania,Fiji,Meat,Online,H,9/9/2014,734420001,10/8/2014,54,421.89,364.69,22782.06,19693.26,3088.80
Europe,Albania,Household,Offline,M,3/8/2014,502464711,3/19/2014,9329,668.27,502.54,6234290.83,4688195.66,1546095.17
Europe,Hungary,Cereal,Offline,L,6/4/2012,955136191,7/14/2012,4879,205.70,117.11,1003610.30,571379.69,432230.61
Europe,Lithuania,Snacks,Online,H,7/7/2017,556545770,8/22/2017,3116,152.58,97.44,475439.28,303623.04,171816.24
Australia and Oceania,Samoa ,Cosmetics,Offline,C,2/7/2012,541117274,3/26/2012,7481,437.20,263.33,3270693.20,1969971.73,1300721.47
Europe,Vatican City,Beverages,Offline,H,3/13/2010,863587033,4/10/2010,3449,47.45,31.79,163655.05,109643.71,54011.34
Australia and Oceania,Fiji,Cosmetics,Online,L,7/9/2015,649003875,7/17/2015,3524,437.20,263.33,1540692.80,927974.92,612717.88
Australia and Oceania,East Timor,Clothes,Online,H,2/16/2010,442729127,3/10/2010,2242,109.28,35.84,245005.76,80353.28,164652.48
Sub-Saharan Africa,Angola,Meat,Online,H,3/26/2011,860436618,5/8/2011,1171,421.89,364.69,494033.19,427051.99,66981.20
Middle East and North Africa,Azerbaijan,Baby Food,Offline,M,5/18/2014,338112676,5/22/2014,3909,255.28,159.42,997889.52,623172.78,374716.74
Sub-Saharan Africa,Nigeria,Cereal,Online,H,5/26/2012,982056128,6/28/2012,1087,205.70,117.11,223595.90,127298.57,96297.33
Asia,Cambodia,Cereal,Online,M,5/4/2014,918878304,5/17/2014,5365,205.70,117.11,1103580.50,628295.15,475285.35
Europe,Latvia,Clothes,Online,L,5/14/2011,145503032,6/6/2011,6435,109.28,35.84,703216.80,230630.40,472586.40
Central America and the Caribbean,Barbados,Cosmetics,Offline,L,11/14/2010,979166638,1/3/2011,6022,437.20,263.33,2632818.40,1585773.26,1047045.14
Europe,Sweden,Baby Food,Offline,C,7/4/2017,407417953,7/24/2017,2881,255.28,159.42,735461.68,459289.02,276172.66
Asia,Nepal,Cosmetics,Online,C,4/17/2014,438118302,5/13/2014,7796,437.20,263.33,3408411.20,2052920.68,1355490.52
